load,Q,P,COP,tr_cw,G_cw,ts_cw,tr_chw,G_chw,ts_chw,Te,Pe,Tc,Pc,
0.737 ,1684.4 ,224.8 ,7.4917 ,22,62.6 ,29.3 ,10,65.5 ,3.9 ,2.7 ,322 ,29.6 ,761 ,
0.698 ,1595.0 ,222.7 ,7.1625 ,22,62.6 ,29.0 ,10,54.6 ,3.1 ,2.1 ,315 ,29.6 ,761 ,
0.710 ,1622.9 ,232.5 ,6.9792 ,22,50.1 ,30.9 ,8,109.2 ,4.5 ,3.3 ,329 ,31.4 ,802 ,
0.697 ,1593.0 ,231.2 ,6.8888 ,22,50.1 ,30.8 ,8,98.3 ,4.1 ,3.0 ,326 ,31.3 ,799 ,
0.681 ,1555.7 ,228.7 ,6.8028 ,22,50.1 ,30.6 ,8,87.3 ,3.8 ,2.5 ,321 ,30.9 ,790 ,
0.662 ,1513.2 ,228.1 ,6.6341 ,22,50.1 ,30.4 ,8,76.4 ,3.3 ,2.2 ,317 ,30.8 ,789 ,
0.674 ,1541.2 ,228.3 ,6.7493 ,22,50.1 ,30.5 ,10,109.2 ,6.6 ,2.4 ,319 ,30.8 ,789 ,
0.669 ,1527.6 ,227.8 ,6.7065 ,22,50.1 ,30.4 ,10,98.3 ,6.3 ,2.3 ,318 ,30.8 ,787 ,
0.751 ,1717.1 ,237.0 ,7.2465 ,22,50.1 ,31.4 ,10,87.3 ,5.3 ,4.2 ,340 ,31.9 ,814 ,
0.730 ,1668.3 ,234.6 ,7.1111 ,22,50.1 ,31.1 ,10,76.4 ,4.8 ,3.7 ,334 ,31.7 ,808 ,
0.703 ,1607.4 ,231.9 ,6.9326 ,22,50.1 ,30.8 ,10,65.5 ,4.2 ,3.1 ,327 ,31.3 ,800 ,
0.669 ,1528.6 ,228.7 ,6.6847 ,22,50.1 ,30.4 ,10,54.6 ,3.4 ,2.4 ,319 ,30.9 ,791 ,
0.586 ,1338.3 ,240.1 ,5.5730 ,22,37.6 ,32.1 ,6,109.2 ,3.1 ,2.0 ,315 ,32.3 ,823 ,
0.600 ,1370.8 ,239.7 ,5.7201 ,22,37.6 ,32.3 ,8,109.2 ,5.0 ,2.3 ,318 ,32.4 ,825 ,
0.641 ,1464.7 ,243.5 ,6.0139 ,22,37.6 ,32.9 ,8,98.3 ,4.5 ,3.4 ,330 ,33.3 ,846 ,
0.627 ,1433.2 ,242.7 ,5.9064 ,22,37.6 ,32.7 ,8,87.3 ,4.1 ,3.0 ,326 ,33.1 ,841 ,
0.610 ,1394.0 ,239.9 ,5.8106 ,22,37.6 ,32.5 ,8,76.4 ,3.7 ,2.5 ,320 ,32.6 ,828 ,
0.588 ,1342.4 ,239.8 ,5.5988 ,22,37.6 ,32.1 ,8,65.5 ,3.1 ,2.0 ,315 ,32.3 ,823 ,
0.592 ,1352.8 ,240.8 ,5.6176 ,22,37.6 ,32.2 ,10,87.3 ,6.3 ,2.2 ,317 ,32.5 ,827 ,
0.608 ,1388.3 ,239.0 ,5.8080 ,22,37.6 ,32.4 ,10,76.4 ,5.7 ,2.4 ,319 ,32.4 ,825 ,
0.651 ,1488.4 ,244.4 ,6.0909 ,22,37.6 ,33.1 ,10,65.5 ,4.6 ,3.6 ,333 ,33.5 ,850 ,
0.621 ,1419.3 ,242.4 ,5.8563 ,22,37.6 ,32.6 ,10,54.6 ,3.8 ,2.9 ,325 ,33.0 ,839 ,
0.585 ,1336.8 ,240.3 ,5.5627 ,22,37.6 ,32.1 ,10,43.7 ,2.7 ,2.0 ,315 ,32.4 ,824 ,
0.630 ,1439.3 ,242.5 ,5.9352 ,22,37.6 ,32.8 ,12,87.3 ,8.1 ,3.1 ,327 ,33.1 ,841 ,
0.636 ,1452.9 ,243.2 ,5.9737 ,22,37.6 ,32.9 ,12,43.7 ,4.1 ,3.2 ,329 ,33.2 ,844 ,
0.776 ,1772.5 ,224.2 ,7.9049 ,24,125.3 ,27.8 ,8,109.2 ,4.1 ,2.9 ,325 ,28.8 ,744 ,
0.760 ,1736.9 ,222.6 ,7.8018 ,24,125.3 ,27.8 ,8,98.3 ,3.8 ,2.6 ,321 ,28.7 ,742 ,
0.741 ,1693.9 ,220.8 ,7.6726 ,24,125.3 ,27.7 ,8,87.3 ,3.4 ,2.2 ,317 ,28.6 ,740 ,
0.855 ,1954.3 ,233.5 ,8.3688 ,24,125.3 ,28.2 ,10,109.2 ,5.7 ,4.4 ,343 ,29.3 ,755 ,
0.847 ,1935.5 ,232.9 ,8.3098 ,24,125.3 ,28.2 ,10,98.3 ,5.3 ,4.3 ,342 ,29.3 ,756 ,
0.818 ,1868.2 ,228.9 ,8.1621 ,24,125.3 ,28.0 ,10,87.3 ,4.9 ,3.7 ,334 ,29.1 ,750 ,
0.792 ,1810.6 ,226.0 ,8.0104 ,24,125.3 ,27.9 ,10,76.4 ,4.4 ,3.2 ,328 ,28.9 ,746 ,
0.761 ,1738.8 ,222.7 ,7.8075 ,24,125.3 ,27.8 ,10,65.5 ,3.7 ,2.6 ,321 ,28.7 ,742 ,
0.678 ,1549.6 ,227.1 ,6.8230 ,24,125.3 ,27.4 ,10,54.6 ,3.3 ,2.3 ,318 ,30.6 ,784 ,
0.935 ,2136.5 ,244.2 ,8.7495 ,24,125.3 ,28.6 ,12,109.2 ,7.3 ,5.9 ,360 ,29.5 ,759 ,
0.916 ,2092.4 ,242.2 ,8.6400 ,24,125.3 ,28.5 ,12,98.3 ,6.9 ,5.6 ,357 ,29.7 ,763 ,
0.893 ,2041.5 ,238.8 ,8.5496 ,24,125.3 ,28.4 ,12,87.3 ,6.4 ,5.2 ,352 ,29.5 ,760 ,
0.866 ,1978.8 ,234.9 ,8.4226 ,24,125.3 ,28.2 ,12,76.4 ,5.8 ,4.7 ,345 ,29.4 ,756 ,
0.832 ,1900.7 ,230.6 ,8.2432 ,24,125.3 ,28.1 ,12,65.5 ,5.1 ,4.0 ,337 ,29.1 ,751 ,
0.750 ,1714.1 ,230.4 ,7.4400 ,24,125.3 ,27.7 ,12,54.6 ,4.5 ,3.4 ,331 ,30.6 ,784 ,
0.680 ,1553.4 ,229.1 ,6.7793 ,24,125.3 ,27.4 ,12,43.7 ,3.6 ,2.6 ,321 ,31.0 ,792 ,
0.768 ,1754.6 ,225.1 ,7.7965 ,24,112.7 ,28.2 ,8,109.2 ,4.2 ,2.9 ,325 ,29.1 ,751 ,
0.759 ,1735.1 ,224.7 ,7.7208 ,24,112.7 ,28.2 ,8,98.3 ,3.8 ,2.8 ,324 ,29.2 ,753 ,
0.734 ,1677.0 ,221.7 ,7.5648 ,24,112.7 ,28.0 ,8,87.3 ,3.4 ,2.3 ,318 ,28.9 ,747 ,
0.847 ,1935.9 ,234.2 ,8.2668 ,24,112.7 ,28.6 ,10,109.2 ,5.8 ,4.5 ,343 ,29.7 ,763 ,
0.830 ,1897.2 ,232.1 ,8.1751 ,24,112.7 ,28.5 ,10,98.3 ,5.4 ,4.2 ,339 ,29.5 ,760 ,
0.810 ,1850.8 ,229.7 ,8.0591 ,24,112.7 ,28.4 ,10,87.3 ,5.0 ,3.8 ,335 ,29.4 ,757 ,
0.796 ,1818.1 ,229.4 ,7.9261 ,24,112.7 ,28.4 ,10,76.4 ,4.3 ,3.6 ,333 ,29.6 ,762 ,
0.754 ,1722.9 ,223.6 ,7.7039 ,24,112.7 ,28.1 ,10,65.5 ,3.8 ,2.7 ,322 ,29.1 ,749 ,
0.674 ,1539.0 ,227.7 ,6.7596 ,24,112.7 ,27.8 ,10,54.6 ,3.3 ,2.3 ,318 ,30.7 ,786 ,
0.931 ,2126.4 ,244.8 ,8.6862 ,24,112.7 ,29.1 ,12,109.2 ,7.4 ,6.0 ,361 ,29.8 ,766 ,
0.910 ,2078.6 ,241.9 ,8.5934 ,24,112.7 ,28.9 ,12,98.3 ,7.0 ,5.6 ,357 ,29.8 ,766 ,
0.886 ,2023.9 ,239.4 ,8.4546 ,24,112.7 ,28.8 ,12,87.3 ,6.5 ,5.3 ,353 ,29.9 ,768 ,
0.864 ,1975.2 ,237.0 ,8.3340 ,24,112.7 ,28.7 ,12,76.4 ,5.9 ,4.9 ,348 ,29.9 ,768 ,
0.825 ,1884.5 ,231.4 ,8.1442 ,24,112.7 ,28.5 ,12,65.5 ,5.2 ,4.0 ,338 ,29.5 ,759 ,
0.781 ,1785.3 ,226.5 ,7.8833 ,24,112.7 ,28.3 ,12,54.6 ,4.2 ,3.2 ,328 ,29.2 ,753 ,
0.685 ,1565.2 ,230.1 ,6.8035 ,24,112.7 ,27.8 ,12,43.7 ,3.5 ,2.7 ,323 ,31.1 ,795 ,
0.758 ,1732.2 ,226.1 ,7.6597 ,24,100.2 ,28.7 ,8,109.2 ,4.2 ,3.0 ,326 ,29.6 ,760 ,
0.743 ,1697.5 ,224.6 ,7.5569 ,24,100.2 ,28.6 ,8,98.3 ,3.9 ,2.7 ,322 ,29.5 ,758 ,
0.735 ,1678.6 ,224.3 ,7.4842 ,24,100.2 ,28.6 ,8,87.3 ,3.4 ,2.6 ,321 ,29.5 ,759 ,
0.841 ,1922.0 ,234.1 ,8.2087 ,24,100.2 ,29.2 ,10,109.2 ,5.8 ,4.5 ,343 ,29.8 ,766 ,
0.824 ,1882.2 ,232.7 ,8.0892 ,24,100.2 ,29.1 ,10,98.3 ,5.4 ,4.2 ,340 ,29.8 ,767 ,
0.800 ,1828.7 ,230.7 ,7.9275 ,24,100.2 ,28.9 ,10,87.3 ,5.0 ,3.8 ,336 ,29.9 ,767 ,
0.784 ,1790.4 ,229.7 ,7.7931 ,24,100.2 ,28.8 ,10,76.4 ,4.4 ,3.6 ,333 ,29.9 ,769 ,
0.745 ,1703.1 ,224.9 ,7.5736 ,24,100.2 ,28.6 ,10,65.5 ,3.8 ,2.7 ,323 ,29.5 ,758 ,
0.670 ,1531.0 ,228.3 ,6.7059 ,24,100.2 ,28.2 ,10,54.6 ,3.3 ,2.3 ,319 ,30.9 ,789 ,
0.916 ,2092.4 ,246.1 ,8.5020 ,24,100.2 ,29.6 ,12,109.2 ,7.4 ,6.1 ,363 ,30.7 ,785 ,
0.898 ,2051.0 ,243.3 ,8.4293 ,24,100.2 ,29.5 ,12,98.3 ,7.0 ,5.8 ,359 ,30.5 ,782 ,
0.879 ,2009.3 ,239.8 ,8.3805 ,24,100.2 ,29.4 ,12,87.3 ,6.5 ,5.3 ,353 ,30.2 ,774 ,
0.849 ,1940.3 ,236.6 ,8.2016 ,24,100.2 ,29.2 ,12,76.4 ,6.0 ,4.8 ,347 ,30.2 ,775 ,
0.827 ,1889.5 ,234.6 ,8.0541 ,24,100.2 ,29.1 ,12,65.5 ,5.1 ,4.4 ,343 ,30.2 ,775 ,
0.773 ,1766.4 ,227.7 ,7.7576 ,24,100.2 ,28.8 ,12,54.6 ,4.3 ,3.3 ,329 ,29.7 ,763 ,
0.684 ,1563.9 ,231.0 ,6.7691 ,24,100.2 ,28.3 ,12,43.7 ,3.5 ,2.8 ,324 ,31.3 ,799 ,
0.745 ,1702.7 ,225.9 ,7.5389 ,24,87.7 ,29.3 ,8,109.2 ,4.3 ,2.9 ,324 ,29.7 ,763 ,
0.736 ,1682.0 ,225.4 ,7.4612 ,24,87.7 ,29.2 ,8,98.3 ,3.9 ,2.7 ,323 ,29.7 ,764 ,
0.712 ,1627.3 ,224.8 ,7.2399 ,24,87.7 ,29.1 ,8,87.3 ,3.6 ,2.4 ,320 ,29.9 ,767 ,
0.824 ,1882.3 ,236.3 ,7.9667 ,24,87.7 ,29.8 ,10,109.2 ,5.9 ,4.6 ,345 ,30.7 ,786 ,
0.809 ,1848.5 ,232.8 ,7.9414 ,24,87.7 ,29.7 ,10,98.3 ,5.5 ,4.1 ,339 ,30.2 ,774 ,
0.792 ,1809.4 ,231.5 ,7.8150 ,24,87.7 ,29.6 ,10,87.3 ,5.1 ,3.9 ,336 ,30.2 ,775 ,
0.764 ,1745.6 ,229.5 ,7.6048 ,24,87.7 ,29.4 ,10,76.4 ,4.6 ,3.4 ,331 ,30.2 ,775 ,
0.745 ,1701.7 ,228.4 ,7.4500 ,24,87.7 ,29.3 ,10,65.5 ,3.8 ,3.2 ,328 ,30.3 ,776 ,
0.695 ,1588.7 ,223.2 ,7.1176 ,24,87.7 ,29.0 ,10,54.6 ,3.1 ,2.1 ,316 ,29.7 ,764 ,
0.902 ,2061.3 ,246.9 ,8.3485 ,24,87.7 ,30.3 ,12,109.2 ,7.5 ,6.2 ,364 ,31.3 ,799 ,
0.884 ,2020.7 ,244.3 ,8.2721 ,24,87.7 ,30.2 ,12,98.3 ,7.1 ,5.8 ,360 ,31.2 ,796 ,
0.860 ,1966.2 ,239.3 ,8.2155 ,24,87.7 ,30.0 ,12,87.3 ,6.6 ,5.2 ,352 ,30.6 ,783 ,
0.837 ,1912.0 ,237.9 ,8.0379 ,24,87.7 ,29.9 ,12,76.4 ,6.1 ,4.9 ,348 ,30.8 ,788 ,
0.811 ,1853.9 ,235.2 ,7.8833 ,24,87.7 ,29.7 ,12,65.5 ,5.3 ,4.4 ,343 ,30.7 ,785 ,
0.762 ,1741.3 ,229.4 ,7.5925 ,24,87.7 ,29.4 ,12,54.6 ,4.4 ,3.4 ,331 ,30.2 ,775 ,
0.706 ,1614.1 ,224.1 ,7.2040 ,24,87.7 ,29.0 ,12,43.7 ,3.2 ,2.3 ,318 ,29.8 ,765 ,
0.728 ,1663.5 ,229.9 ,7.2358 ,24,75.2 ,30.1 ,8,109.2 ,4.4 ,3.2 ,328 ,30.8 ,787 ,
0.714 ,1630.8 ,228.6 ,7.1343 ,24,75.2 ,29.9 ,8,98.3 ,4.1 ,2.9 ,325 ,30.6 ,784 ,
0.696 ,1591.5 ,227.1 ,7.0073 ,24,75.2 ,29.8 ,8,87.3 ,3.7 ,2.5 ,321 ,30.5 ,781 ,
0.675 ,1543.5 ,225.5 ,6.8458 ,24,75.2 ,29.7 ,8,76.4 ,3.2 ,2.1 ,316 ,30.3 ,777 ,
0.806 ,1841.1 ,238.1 ,7.7328 ,24,75.2 ,30.7 ,10,109.2 ,6.0 ,4.7 ,346 ,31.4 ,802 ,
0.789 ,1803.6 ,236.4 ,7.6285 ,24,75.2 ,30.5 ,10,98.3 ,5.6 ,4.4 ,343 ,31.3 ,800 ,
0.771 ,1761.8 ,234.2 ,7.5224 ,24,75.2 ,30.4 ,10,87.3 ,5.2 ,4.0 ,338 ,31.1 ,796 ,
0.752 ,1719.4 ,230.6 ,7.4570 ,24,75.2 ,30.2 ,10,76.4 ,4.7 ,3.5 ,331 ,30.6 ,784 ,
0.718 ,1641.4 ,229.1 ,7.1632 ,24,75.2 ,30.0 ,10,65.5 ,4.0 ,3.0 ,326 ,30.7 ,786 ,
0.682 ,1557.4 ,225.9 ,6.8937 ,24,75.2 ,29.7 ,10,54.6 ,3.2 ,2.2 ,317 ,30.4 ,778 ,
0.884 ,2018.8 ,248.2 ,8.1334 ,24,75.2 ,31.3 ,12,109.2 ,7.6 ,6.3 ,366 ,32.1 ,818 ,
0.866 ,1979.3 ,245.8 ,8.0537 ,24,75.2 ,31.1 ,12,98.3 ,7.2 ,6.0 ,361 ,32.0 ,815 ,
0.845 ,1931.3 ,243.2 ,7.9424 ,24,75.2 ,31.0 ,12,87.3 ,6.7 ,5.6 ,356 ,31.8 ,812 ,
0.822 ,1879.1 ,238.1 ,7.8919 ,24,75.2 ,30.8 ,12,76.4 ,6.2 ,4.8 ,348 ,31.1 ,796 ,
0.788 ,1801.2 ,236.1 ,7.6293 ,24,75.2 ,30.5 ,12,65.5 ,5.5 ,4.4 ,342 ,31.3 ,799 ,
0.756 ,1726.4 ,233.4 ,7.3954 ,24,75.2 ,30.3 ,12,54.6 ,4.5 ,3.8 ,336 ,31.2 ,797 ,
0.693 ,1584.1 ,226.9 ,6.9830 ,24,75.2 ,29.8 ,12,43.7 ,3.4 ,2.5 ,320 ,30.5 ,780 ,
0.704 ,1608.2 ,233.6 ,6.8849 ,24,62.6 ,31.1 ,8,109.2 ,4.5 ,3.3 ,330 ,31.7 ,808 ,
0.690 ,1577.2 ,232.5 ,6.7847 ,24,62.6 ,30.9 ,8,98.3 ,4.2 ,3.0 ,326 ,31.5 ,805 ,
0.674 ,1539.9 ,231.2 ,6.6597 ,24,62.6 ,30.8 ,8,87.3 ,3.8 ,2.7 ,323 ,31.4 ,801 ,
0.654 ,1494.3 ,229.9 ,6.5002 ,24,62.6 ,30.6 ,8,76.4 ,3.4 ,2.3 ,318 ,31.2 ,796 ,
0.780 ,1783.3 ,241.1 ,7.3964 ,24,62.6 ,31.8 ,10,109.2 ,6.1 ,4.9 ,348 ,32.4 ,826 ,
0.765 ,1748.9 ,239.5 ,7.3029 ,24,62.6 ,31.6 ,10,98.3 ,5.8 ,4.6 ,345 ,32.3 ,822 ,
0.747 ,1707.4 ,237.6 ,7.1859 ,24,62.6 ,31.5 ,10,87.3 ,5.4 ,4.2 ,340 ,32.1 ,818 ,
0.696 ,1590.9 ,230.9 ,6.8907 ,24,62.6 ,31.0 ,10,65.5 ,4.2 ,2.9 ,325 ,31.2 ,797 ,
0.662 ,1512.2 ,230.4 ,6.5638 ,24,62.6 ,30.7 ,10,54.6 ,3.4 ,2.5 ,320 ,31.3 ,798 ,
0.770 ,1759.3 ,239.1 ,7.3585 ,24,62.6 ,31.7 ,12,109.2 ,8.2 ,4.6 ,345 ,32.2 ,819 ,
0.841 ,1920.7 ,248.3 ,7.7349 ,24,62.6 ,32.3 ,12,98.3 ,7.3 ,6.1 ,363 ,33.1 ,840 ,
0.821 ,1875.2 ,245.8 ,7.6289 ,24,62.6 ,32.1 ,12,87.3 ,6.9 ,5.7 ,358 ,32.9 ,835 ,
0.796 ,1819.5 ,242.9 ,7.4916 ,24,62.6 ,31.9 ,12,76.4 ,6.3 ,5.2 ,352 ,32.6 ,829 ,
0.766 ,1750.0 ,239.5 ,7.3061 ,24,62.6 ,31.6 ,12,65.5 ,5.6 ,4.6 ,345 ,32.3 ,822 ,
0.727 ,1660.6 ,235.6 ,7.0474 ,24,62.6 ,31.3 ,12,54.6 ,4.8 ,3.8 ,335 ,31.9 ,813 ,
0.675 ,1541.8 ,231.3 ,6.6660 ,24,62.6 ,30.8 ,12,43.7 ,3.6 ,2.7 ,323 ,31.4 ,801 ,
0.668 ,1525.7 ,240.6 ,6.3408 ,24,50.1 ,32.5 ,8,109.2 ,4.7 ,3.5 ,332 ,33.0 ,838 ,
0.636 ,1454.1 ,236.0 ,6.1607 ,24,50.1 ,32.1 ,8,87.3 ,4.0 ,2.6 ,322 ,32.2 ,819 ,
0.624 ,1425.4 ,237.0 ,6.0154 ,24,50.1 ,32.0 ,8,76.4 ,3.6 ,2.5 ,320 ,32.2 ,821 ,
0.599 ,1367.8 ,237.6 ,5.7561 ,24,50.1 ,31.7 ,8,65.5 ,3.0 ,2.1 ,315 ,32.1 ,819 ,
0.645 ,1474.6 ,237.0 ,6.2210 ,24,50.1 ,32.2 ,10,109.2 ,6.8 ,2.8 ,324 ,32.3 ,823 ,
0.633 ,1446.1 ,237.3 ,6.0937 ,24,50.1 ,32.1 ,10,98.3 ,6.5 ,2.7 ,322 ,32.3 ,823 ,
0.620 ,1417.5 ,237.8 ,5.9618 ,24,50.1 ,31.9 ,10,87.3 ,6.1 ,2.5 ,320 ,32.3 ,823 ,
0.691 ,1578.9 ,242.3 ,6.5166 ,24,50.1 ,32.7 ,10,76.4 ,5.1 ,4.0 ,338 ,33.2 ,844 ,
0.665 ,1520.3 ,240.4 ,6.3234 ,24,50.1 ,32.5 ,10,65.5 ,4.5 ,3.5 ,332 ,32.9 ,837 ,
0.632 ,1444.5 ,238.7 ,6.0527 ,24,50.1 ,32.1 ,10,54.6 ,3.7 ,2.8 ,323 ,32.5 ,828 ,
0.708 ,1617.9 ,242.2 ,6.6807 ,24,50.1 ,32.9 ,12,109.2 ,8.5 ,4.2 ,341 ,33.2 ,843 ,
0.693 ,1583.3 ,242.0 ,6.5435 ,24,50.1 ,32.8 ,12,98.3 ,8.2 ,4.0 ,338 ,33.2 ,843 ,
0.690 ,1576.8 ,241.1 ,6.5402 ,24,50.1 ,32.7 ,12,87.3 ,7.7 ,3.9 ,336 ,33.0 ,840 ,
0.760 ,1737.7 ,248.7 ,6.9874 ,24,50.1 ,33.5 ,12,76.4 ,6.6 ,5.5 ,356 ,34.1 ,865 ,
0.732 ,1672.9 ,245.9 ,6.8042 ,24,50.1 ,33.2 ,12,65.5 ,5.9 ,4.9 ,348 ,33.7 ,856 ,
0.696 ,1589.4 ,242.7 ,6.5503 ,24,50.1 ,32.8 ,12,54.6 ,5.1 ,4.1 ,339 ,33.3 ,846 ,
0.646 ,1475.9 ,239.2 ,6.1701 ,24,50.1 ,32.2 ,12,43.7 ,4.0 ,3.1 ,327 ,32.7 ,831 ,
0.528 ,1206.4 ,261.3 ,4.6171 ,24,37.6 ,33.4 ,6,109.2 ,3.4 ,2.0 ,315 ,33.6 ,853 ,
0.527 ,1204.7 ,262.4 ,4.5912 ,24,37.6 ,33.4 ,6,98.3 ,3.1 ,2.1 ,315 ,33.7 ,855 ,
0.544 ,1243.0 ,258.0 ,4.8179 ,24,37.6 ,33.6 ,8,109.2 ,5.3 ,2.3 ,318 ,33.7 ,855 ,
0.598 ,1366.6 ,258.1 ,5.2941 ,24,37.6 ,34.4 ,8,98.3 ,4.7 ,3.6 ,333 ,34.7 ,881 ,
0.585 ,1336.7 ,258.3 ,5.1746 ,24,37.6 ,34.2 ,8,87.3 ,4.4 ,3.3 ,330 ,34.5 ,876 ,
0.569 ,1300.1 ,258.9 ,5.0224 ,24,37.6 ,34.0 ,8,76.4 ,4.0 ,3.0 ,326 ,34.3 ,870 ,
0.552 ,1261.9 ,258.1 ,4.8895 ,24,37.6 ,33.7 ,8,65.5 ,3.4 ,2.5 ,320 ,33.9 ,860 ,
0.526 ,1201.8 ,262.3 ,4.5825 ,24,37.6 ,33.4 ,8,54.6 ,2.8 ,2.0 ,315 ,33.6 ,854 ,
0.553 ,1263.4 ,258.7 ,4.8842 ,24,37.6 ,33.7 ,10,109.2 ,7.3 ,2.6 ,321 ,33.9 ,861 ,
0.613 ,1399.6 ,258.2 ,5.4211 ,24,37.6 ,34.6 ,10,65.5 ,4.9 ,4.0 ,337 ,35.0 ,886 ,
0.581 ,1327.1 ,259.7 ,5.1098 ,24,37.6 ,34.2 ,10,54.6 ,4.2 ,3.3 ,330 ,34.6 ,878 ,
0.549 ,1255.2 ,257.0 ,4.8842 ,24,37.6 ,33.7 ,10,43.7 ,3.2 ,2.3 ,319 ,33.7 ,855 ,
0.620 ,1417.3 ,256.9 ,5.5174 ,24,37.6 ,34.7 ,12,109.2 ,8.9 ,4.0 ,338 ,34.9 ,885 ,
0.581 ,1328.7 ,257.3 ,5.1642 ,24,37.6 ,34.2 ,12,76.4 ,7.9 ,3.2 ,328 ,34.4 ,871 ,
0.573 ,1308.6 ,256.5 ,5.1023 ,24,37.6 ,34.0 ,12,65.5 ,7.3 ,2.9 ,325 ,34.1 ,865 ,
0.644 ,1471.8 ,259.0 ,5.6824 ,24,37.6 ,35.1 ,12,54.6 ,5.6 ,4.7 ,346 ,35.4 ,898 ,
0.601 ,1373.1 ,258.1 ,5.3206 ,24,37.6 ,34.4 ,12,43.7 ,4.5 ,3.7 ,334 ,34.8 ,882 ,
0.540 ,1233.9 ,260.9 ,4.7290 ,24,37.6 ,33.6 ,12,32.8 ,3.1 ,2.3 ,318 ,33.9 ,860 ,
0.733 ,1675.0 ,229.2 ,7.3078 ,26,125.3 ,29.7 ,8,109.2 ,4.4 ,3.1 ,328 ,30.6 ,783 ,
0.727 ,1661.6 ,229.2 ,7.2482 ,26,125.3 ,29.6 ,8,98.3 ,4.0 ,3.1 ,327 ,30.6 ,784 ,
0.700 ,1598.4 ,226.6 ,7.0532 ,26,125.3 ,29.5 ,8,87.3 ,3.7 ,2.5 ,320 ,30.4 ,778 ,
0.678 ,1548.6 ,225.0 ,6.8814 ,26,125.3 ,29.4 ,8,76.4 ,3.2 ,2.1 ,316 ,30.2 ,775 ,
0.815 ,1862.6 ,237.1 ,7.8549 ,26,125.3 ,30.0 ,10,109.2 ,5.9 ,4.7 ,346 ,31.1 ,794 ,
0.807 ,1844.5 ,236.8 ,7.7904 ,26,125.3 ,30.0 ,10,98.3 ,5.5 ,4.6 ,345 ,31.1 ,795 ,
0.778 ,1778.1 ,233.3 ,7.6218 ,26,125.3 ,29.9 ,10,87.3 ,5.2 ,4.0 ,337 ,30.8 ,789 ,
0.753 ,1721.7 ,231.0 ,7.4539 ,26,125.3 ,29.7 ,10,76.4 ,4.6 ,3.5 ,332 ,30.7 ,785 ,
0.687 ,1568.7 ,235.1 ,6.6735 ,26,125.3 ,29.5 ,10,65.5 ,4.3 ,3.3 ,329 ,32.0 ,816 ,
0.683 ,1561.8 ,225.5 ,6.9246 ,26,125.3 ,29.4 ,10,54.6 ,3.2 ,2.2 ,317 ,30.3 ,776 ,
0.603 ,1376.9 ,239.9 ,5.7393 ,26,125.3 ,29.1 ,10,43.7 ,2.5 ,2.3 ,318 ,32.5 ,827 ,
0.896 ,2048.0 ,247.3 ,8.2813 ,26,125.3 ,30.4 ,12,109.2 ,7.5 ,6.2 ,365 ,31.6 ,806 ,
0.888 ,2030.0 ,246.2 ,8.2452 ,26,125.3 ,30.4 ,12,98.3 ,7.1 ,6.1 ,363 ,31.5 ,804 ,
0.865 ,1975.5 ,244.1 ,8.0919 ,26,125.3 ,30.3 ,12,87.3 ,6.6 ,5.8 ,359 ,31.6 ,807 ,
0.829 ,1895.0 ,238.7 ,7.9388 ,26,125.3 ,30.1 ,12,76.4 ,6.1 ,4.9 ,349 ,31.1 ,796 ,
0.796 ,1818.1 ,235.1 ,7.7350 ,26,125.3 ,29.9 ,12,65.5 ,5.4 ,4.3 ,341 ,30.9 ,791 ,
0.753 ,1719.7 ,230.9 ,7.4476 ,26,125.3 ,29.7 ,12,54.6 ,4.5 ,3.5 ,332 ,30.7 ,785 ,
0.651 ,1488.2 ,241.5 ,6.1633 ,26,125.3 ,29.3 ,12,43.7 ,3.9 ,3.4 ,330 ,33.0 ,840 ,
0.724 ,1653.7 ,230.2 ,7.1833 ,26,112.7 ,30.0 ,8,109.2 ,4.4 ,3.2 ,328 ,30.9 ,789 ,
0.710 ,1622.1 ,229.2 ,7.0783 ,26,112.7 ,29.9 ,8,98.3 ,4.1 ,2.9 ,325 ,30.8 ,788 ,
0.702 ,1604.4 ,228.9 ,7.0092 ,26,112.7 ,29.9 ,8,87.3 ,3.6 ,2.8 ,324 ,30.8 ,788 ,
0.670 ,1530.9 ,226.5 ,6.7584 ,26,112.7 ,29.7 ,8,76.4 ,3.2 ,2.2 ,316 ,30.5 ,782 ,
0.807 ,1843.2 ,238.0 ,7.7447 ,26,112.7 ,30.4 ,10,109.2 ,6.0 ,4.7 ,346 ,31.4 ,802 ,
0.790 ,1805.4 ,236.3 ,7.6411 ,26,112.7 ,30.4 ,10,98.3 ,5.6 ,4.4 ,343 ,31.3 ,799 ,
0.780 ,1782.3 ,235.9 ,7.5542 ,26,112.7 ,30.3 ,10,87.3 ,5.1 ,4.3 ,341 ,31.4 ,801 ,
0.746 ,1704.4 ,232.1 ,7.3434 ,26,112.7 ,30.1 ,10,76.4 ,4.7 ,3.6 ,333 ,31.0 ,793 ,
0.716 ,1635.2 ,229.6 ,7.1218 ,26,112.7 ,30.0 ,10,65.5 ,4.1 ,3.0 ,326 ,30.8 ,788 ,
0.676 ,1544.5 ,226.9 ,6.8084 ,26,112.7 ,29.8 ,10,54.6 ,3.3 ,2.3 ,318 ,30.6 ,783 ,
