load,Q,P,COP,tr_cw,G_cw,ts_cw,tr_chw,G_chw,ts_chw,Te,Pe,Tc,Pc,
0.837 ,1913.5 ,212.4 ,9.0103 ,22,75.2 ,28.8 ,12,98.3 ,7.4 ,6.2 ,364 ,29.7 ,763 ,
0.818 ,1868.3 ,209.7 ,8.9089 ,22,75.2 ,28.6 ,12,87.3 ,6.9 ,5.7 ,359 ,29.4 ,758 ,
0.794 ,1814.2 ,205.0 ,8.8489 ,22,75.2 ,28.5 ,12,76.4 ,6.4 ,5.0 ,350 ,28.8 ,743 ,
0.763 ,1743.8 ,203.4 ,8.5724 ,22,75.2 ,28.2 ,12,65.5 ,5.7 ,4.6 ,345 ,29.0 ,748 ,
0.731 ,1669.4 ,200.9 ,8.3110 ,22,75.2 ,28.0 ,12,54.6 ,4.7 ,4.1 ,338 ,28.9 ,746 ,
0.672 ,1536.2 ,194.8 ,7.8879 ,22,75.2 ,27.5 ,12,43.7 ,3.6 ,2.8 ,323 ,28.2 ,731 ,
0.678 ,1548.4 ,199.8 ,7.7489 ,22,62.6 ,28.7 ,8,109.2 ,4.6 ,3.5 ,331 ,29.3 ,755 ,
0.665 ,1518.9 ,198.7 ,7.6437 ,22,62.6 ,28.6 ,8,98.3 ,4.3 ,3.2 ,328 ,29.2 ,752 ,
0.652 ,1489.3 ,195.8 ,7.6076 ,22,62.6 ,28.5 ,8,87.3 ,4.0 ,2.7 ,322 ,28.6 ,740 ,
0.630 ,1440.4 ,196.0 ,7.3494 ,22,62.6 ,28.3 ,8,76.4 ,3.5 ,2.5 ,320 ,28.8 ,744 ,
0.753 ,1720.6 ,207.2 ,8.3050 ,22,62.6 ,29.4 ,10,109.2 ,6.3 ,5.0 ,350 ,30.1 ,771 ,
0.739 ,1687.8 ,205.7 ,8.2067 ,22,62.6 ,29.3 ,10,98.3 ,5.9 ,4.8 ,347 ,29.9 ,768 ,
0.721 ,1648.5 ,203.9 ,8.0844 ,22,62.6 ,29.1 ,10,87.3 ,5.5 ,4.4 ,342 ,29.7 ,764 ,
0.700 ,1600.6 ,201.9 ,7.9279 ,22,62.6 ,28.9 ,10,76.4 ,5.0 ,4.0 ,337 ,29.5 ,760 ,
0.679 ,1550.8 ,198.1 ,7.8287 ,22,62.6 ,28.7 ,10,65.5 ,4.4 ,3.3 ,329 ,28.9 ,746 ,
0.640 ,1463.0 ,196.7 ,7.4362 ,22,62.6 ,28.4 ,10,54.6 ,3.6 ,2.7 ,322 ,28.9 ,746 ,
0.744 ,1699.7 ,205.6 ,8.2686 ,22,62.6 ,29.3 ,12,109.2 ,8.3 ,4.8 ,347 ,29.8 ,766 ,
0.813 ,1857.0 ,214.1 ,8.6729 ,22,62.6 ,29.9 ,12,98.3 ,7.5 ,6.3 ,366 ,30.7 ,785 ,
0.794 ,1813.7 ,211.8 ,8.5636 ,22,62.6 ,29.8 ,12,87.3 ,7.1 ,5.9 ,361 ,30.5 ,781 ,
0.771 ,1760.8 ,209.1 ,8.4207 ,22,62.6 ,29.6 ,12,76.4 ,6.5 ,5.4 ,355 ,30.2 ,775 ,
0.741 ,1694.2 ,206.1 ,8.2197 ,22,62.6 ,29.3 ,12,65.5 ,5.8 ,4.8 ,348 ,30.0 ,770 ,
0.704 ,1609.1 ,202.3 ,7.9557 ,22,62.6 ,28.9 ,12,54.6 ,5.0 ,4.0 ,338 ,29.6 ,760 ,
0.662 ,1513.3 ,200.3 ,7.5542 ,22,62.6 ,28.6 ,12,43.7 ,3.8 ,3.4 ,330 ,29.5 ,760 ,
0.570 ,1303.5 ,199.5 ,6.5327 ,22,50.1 ,29.2 ,6,109.2 ,3.2 ,2.1 ,316 ,29.6 ,762 ,
0.643 ,1470.1 ,204.4 ,7.1930 ,22,50.1 ,30.0 ,8,109.2 ,4.8 ,3.7 ,334 ,30.5 ,781 ,
0.632 ,1443.0 ,203.5 ,7.0926 ,22,50.1 ,29.9 ,8,98.3 ,4.5 ,3.4 ,331 ,30.4 ,778 ,
0.617 ,1410.5 ,202.4 ,6.9687 ,22,50.1 ,29.7 ,8,87.3 ,4.2 ,3.1 ,327 ,30.2 ,774 ,
0.600 ,1370.7 ,199.2 ,6.8793 ,22,50.1 ,29.5 ,8,76.4 ,3.7 ,2.5 ,320 ,29.6 ,761 ,
0.578 ,1320.7 ,199.9 ,6.6057 ,22,50.1 ,29.3 ,8,65.5 ,3.2 ,2.3 ,318 ,29.7 ,764 ,
0.621 ,1419.7 ,201.7 ,7.0387 ,22,50.1 ,29.8 ,10,109.2 ,6.9 ,3.1 ,327 ,30.0 ,771 ,
0.703 ,1607.0 ,209.8 ,7.6614 ,22,50.1 ,30.7 ,10,98.3 ,6.1 ,5.0 ,349 ,31.2 ,798 ,
0.687 ,1570.8 ,208.2 ,7.5434 ,22,50.1 ,30.5 ,10,87.3 ,5.7 ,4.6 ,345 ,31.0 ,793 ,
0.668 ,1526.1 ,206.4 ,7.3923 ,22,50.1 ,30.3 ,10,76.4 ,5.3 ,4.2 ,340 ,30.8 ,788 ,
0.644 ,1470.4 ,204.4 ,7.1944 ,22,50.1 ,30.0 ,10,65.5 ,4.7 ,3.7 ,334 ,30.5 ,781 ,
0.578 ,1320.5 ,200.1 ,6.5986 ,22,50.1 ,29.3 ,10,43.7 ,2.8 ,2.3 ,318 ,29.7 ,765 ,
0.680 ,1553.9 ,206.8 ,7.5145 ,22,50.1 ,30.4 ,12,109.2 ,8.6 ,4.4 ,342 ,30.8 ,788 ,
0.674 ,1540.5 ,206.2 ,7.4704 ,22,50.1 ,30.4 ,12,98.3 ,8.3 ,4.3 ,341 ,30.7 ,786 ,
0.758 ,1731.4 ,215.5 ,8.0336 ,22,50.1 ,31.3 ,12,87.3 ,7.3 ,6.2 ,364 ,31.9 ,813 ,
0.736 ,1682.3 ,213.1 ,7.8926 ,22,50.1 ,31.1 ,12,76.4 ,6.8 ,5.7 ,358 ,31.6 ,807 ,
0.709 ,1620.6 ,210.3 ,7.7044 ,22,50.1 ,30.8 ,12,65.5 ,6.1 ,5.1 ,351 ,31.3 ,800 ,
0.628 ,1434.9 ,203.2 ,7.0621 ,22,50.1 ,29.9 ,12,43.7 ,4.2 ,3.3 ,330 ,30.3 ,777 ,
0.566 ,1293.5 ,204.8 ,6.3168 ,22,50.1 ,29.2 ,12,32.8 ,2.6 ,2.6 ,321 ,30.5 ,782 ,
0.518 ,1183.9 ,212.0 ,5.5854 ,22,37.6 ,30.9 ,6,109.2 ,3.4 ,2.4 ,319 ,31.2 ,798 ,
0.505 ,1154.1 ,211.3 ,5.4609 ,22,37.6 ,30.7 ,6,98.3 ,3.2 ,2.0 ,315 ,30.9 ,791 ,
0.507 ,1158.8 ,211.9 ,5.4689 ,22,37.6 ,30.8 ,8,109.2 ,5.5 ,2.1 ,316 ,31.0 ,794 ,
0.511 ,1166.6 ,211.9 ,5.5043 ,22,37.6 ,30.8 ,8,98.3 ,5.2 ,2.2 ,317 ,31.1 ,795 ,
0.508 ,1160.0 ,210.7 ,5.5063 ,22,37.6 ,30.8 ,8,54.6 ,3.0 ,2.0 ,315 ,30.9 ,790 ,
0.531 ,1212.9 ,210.9 ,5.7522 ,22,37.6 ,31.1 ,10,98.3 ,7.1 ,2.5 ,321 ,31.2 ,798 ,
0.521 ,1191.2 ,210.3 ,5.6648 ,22,37.6 ,31.0 ,10,87.3 ,6.8 ,2.3 ,318 ,31.0 ,793 ,
0.518 ,1182.9 ,210.3 ,5.6233 ,22,37.6 ,30.9 ,10,76.4 ,6.3 ,2.2 ,317 ,31.0 ,792 ,
0.522 ,1191.9 ,210.3 ,5.6673 ,22,37.6 ,31.0 ,10,65.5 ,5.7 ,2.3 ,318 ,31.0 ,793 ,
0.566 ,1294.1 ,213.3 ,6.0659 ,22,37.6 ,31.6 ,10,54.6 ,4.4 ,3.5 ,332 ,32.0 ,815 ,
0.592 ,1352.4 ,213.4 ,6.3366 ,22,37.6 ,32.0 ,12,98.3 ,8.7 ,4.0 ,337 ,32.2 ,819 ,
0.579 ,1322.9 ,212.6 ,6.2223 ,22,37.6 ,31.8 ,12,87.3 ,8.4 ,3.7 ,334 ,31.9 ,814 ,
0.568 ,1297.0 ,212.5 ,6.1037 ,22,37.6 ,31.7 ,12,76.4 ,8.0 ,3.4 ,331 ,31.8 ,812 ,
0.526 ,1202.8 ,212.3 ,5.6669 ,22,37.6 ,31.1 ,12,32.8 ,3.3 ,2.6 ,321 ,31.4 ,801 ,
0.703 ,1607.4 ,197.0 ,8.1609 ,24,125.3 ,27.5 ,8,109.2 ,4.5 ,3.3 ,330 ,28.3 ,734 ,
0.700 ,1600.1 ,197.1 ,8.1195 ,24,125.3 ,27.4 ,8,98.3 ,4.1 ,3.3 ,330 ,28.4 ,735 ,
0.672 ,1534.8 ,194.5 ,7.8894 ,24,125.3 ,27.3 ,8,87.3 ,3.8 ,2.7 ,323 ,28.1 ,730 ,
0.651 ,1486.6 ,193.1 ,7.6992 ,24,125.3 ,27.2 ,8,76.4 ,3.4 ,2.3 ,318 ,28.0 ,727 ,
0.784 ,1792.4 ,204.4 ,8.7701 ,24,125.3 ,27.8 ,10,109.2 ,6.1 ,4.9 ,348 ,28.8 ,744 ,
0.768 ,1756.0 ,202.8 ,8.6598 ,24,125.3 ,27.8 ,10,98.3 ,5.8 ,4.6 ,344 ,28.7 ,742 ,
0.760 ,1735.8 ,203.0 ,8.5510 ,24,125.3 ,27.7 ,10,87.3 ,5.3 ,4.5 ,344 ,28.9 ,747 ,
0.726 ,1658.7 ,198.8 ,8.3415 ,24,125.3 ,27.6 ,10,76.4 ,4.8 ,3.7 ,335 ,28.5 ,737 ,
0.697 ,1591.8 ,196.4 ,8.1037 ,24,125.3 ,27.4 ,10,65.5 ,4.2 ,3.2 ,328 ,28.3 ,733 ,
0.659 ,1506.4 ,193.7 ,7.7785 ,24,125.3 ,27.3 ,10,54.6 ,3.4 ,2.5 ,320 ,28.1 ,728 ,
0.556 ,1269.8 ,204.0 ,6.2255 ,24,125.3 ,26.8 ,10,43.7 ,3.1 ,2.3 ,318 ,30.3 ,778 ,
0.865 ,1976.4 ,213.9 ,9.2404 ,24,125.3 ,28.2 ,12,109.2 ,7.7 ,6.4 ,367 ,29.3 ,755 ,
0.858 ,1961.6 ,213.2 ,9.2025 ,24,125.3 ,28.2 ,12,98.3 ,7.2 ,6.3 ,366 ,29.3 ,755 ,
0.826 ,1888.4 ,209.0 ,9.0348 ,24,125.3 ,28.0 ,12,87.3 ,6.9 ,5.7 ,358 ,29.1 ,750 ,
0.801 ,1829.8 ,206.1 ,8.8779 ,24,125.3 ,27.9 ,12,76.4 ,6.3 ,5.2 ,352 ,28.9 ,746 ,
0.769 ,1756.5 ,202.8 ,8.6614 ,24,125.3 ,27.8 ,12,65.5 ,5.6 ,4.6 ,344 ,28.7 ,742 ,
0.684 ,1563.9 ,205.7 ,7.6009 ,24,125.3 ,27.4 ,12,54.6 ,5.2 ,4.3 ,341 ,30.5 ,782 ,
0.619 ,1415.3 ,206.1 ,6.8661 ,24,125.3 ,27.1 ,12,43.7 ,4.3 ,3.6 ,333 ,30.9 ,790 ,
0.696 ,1589.4 ,197.8 ,8.0354 ,24,112.7 ,27.8 ,8,109.2 ,4.5 ,3.4 ,330 ,28.6 ,740 ,
0.681 ,1557.0 ,196.7 ,7.9157 ,24,112.7 ,27.7 ,8,98.3 ,4.2 ,3.1 ,327 ,28.5 ,738 ,
0.673 ,1538.8 ,196.7 ,7.8216 ,24,112.7 ,27.7 ,8,87.3 ,3.8 ,3.0 ,326 ,28.6 ,740 ,
0.644 ,1470.7 ,194.0 ,7.5791 ,24,112.7 ,27.5 ,8,76.4 ,3.4 ,2.4 ,319 ,28.3 ,733 ,
0.775 ,1771.2 ,204.9 ,8.6429 ,24,112.7 ,28.2 ,10,109.2 ,6.1 ,4.9 ,348 ,29.1 ,751 ,
0.761 ,1737.8 ,203.5 ,8.5393 ,24,112.7 ,28.1 ,10,98.3 ,5.8 ,4.6 ,345 ,29.0 ,749 ,
0.752 ,1718.9 ,203.3 ,8.4560 ,24,112.7 ,28.1 ,10,87.3 ,5.3 ,4.5 ,344 ,29.1 ,751 ,
0.719 ,1641.9 ,199.7 ,8.2224 ,24,112.7 ,27.9 ,10,76.4 ,4.9 ,3.8 ,335 ,28.8 ,743 ,
0.690 ,1576.1 ,197.3 ,7.9868 ,24,112.7 ,27.8 ,10,65.5 ,4.3 ,3.3 ,329 ,28.6 ,739 ,
0.653 ,1491.7 ,194.7 ,7.6635 ,24,112.7 ,27.6 ,10,54.6 ,3.5 ,2.6 ,321 ,28.4 ,734 ,
0.550 ,1257.7 ,205.1 ,6.1322 ,24,112.7 ,27.1 ,10,43.7 ,3.2 ,2.4 ,319 ,30.5 ,781 ,
0.860 ,1964.4 ,214.1 ,9.1735 ,24,112.7 ,28.6 ,12,109.2 ,7.7 ,6.4 ,368 ,29.5 ,760 ,
0.839 ,1917.6 ,212.1 ,9.0396 ,24,112.7 ,28.5 ,12,98.3 ,7.4 ,6.1 ,364 ,29.5 ,760 ,
0.818 ,1870.3 ,209.6 ,8.9209 ,24,112.7 ,28.4 ,12,87.3 ,6.9 ,5.7 ,359 ,29.4 ,757 ,
0.806 ,1840.7 ,209.2 ,8.7998 ,24,112.7 ,28.4 ,12,76.4 ,6.3 ,5.6 ,357 ,29.6 ,761 ,
0.761 ,1740.0 ,203.6 ,8.5460 ,24,112.7 ,28.1 ,12,65.5 ,5.7 ,4.6 ,345 ,29.0 ,749 ,
0.680 ,1553.1 ,206.1 ,7.5344 ,24,112.7 ,27.8 ,12,54.6 ,5.2 ,4.3 ,341 ,30.7 ,785 ,
0.620 ,1416.9 ,206.5 ,6.8610 ,24,112.7 ,27.5 ,12,43.7 ,4.3 ,3.6 ,333 ,31.0 ,792 ,
0.689 ,1573.5 ,198.1 ,7.9414 ,24,100.2 ,28.2 ,8,109.2 ,4.6 ,3.4 ,330 ,28.8 ,744 ,
0.671 ,1533.1 ,197.7 ,7.7529 ,24,100.2 ,28.1 ,8,98.3 ,4.3 ,3.1 ,328 ,28.9 ,746 ,
0.655 ,1497.0 ,196.7 ,7.6125 ,24,100.2 ,28.1 ,8,87.3 ,3.9 ,2.8 ,324 ,28.8 ,744 ,
0.635 ,1450.6 ,195.3 ,7.4265 ,24,100.2 ,27.9 ,8,76.4 ,3.5 ,2.4 ,320 ,28.6 ,741 ,
0.767 ,1752.6 ,205.1 ,8.5455 ,24,100.2 ,28.7 ,10,109.2 ,6.2 ,4.9 ,348 ,29.3 ,755 ,
0.749 ,1712.1 ,204.3 ,8.3817 ,24,100.2 ,28.6 ,10,98.3 ,5.9 ,4.6 ,345 ,29.4 ,757 ,
0.732 ,1672.6 ,202.8 ,8.2493 ,24,100.2 ,28.5 ,10,87.3 ,5.4 ,4.3 ,341 ,29.3 ,755 ,
0.720 ,1645.5 ,202.4 ,8.1306 ,24,100.2 ,28.4 ,10,76.4 ,4.9 ,4.2 ,340 ,29.4 ,757 ,
0.681 ,1556.2 ,198.5 ,7.8391 ,24,100.2 ,28.2 ,10,65.5 ,4.4 ,3.3 ,330 ,29.0 ,747 ,
0.645 ,1473.4 ,196.0 ,7.5189 ,24,100.2 ,28.0 ,10,54.6 ,3.6 ,2.6 ,322 ,28.7 ,742 ,
0.544 ,1242.1 ,206.4 ,6.0187 ,24,100.2 ,27.5 ,10,43.7 ,3.2 ,2.4 ,319 ,30.7 ,785 ,
0.851 ,1944.5 ,214.3 ,9.0744 ,24,100.2 ,29.2 ,12,109.2 ,7.8 ,6.4 ,368 ,29.8 ,766 ,
0.829 ,1893.9 ,212.9 ,8.8968 ,24,100.2 ,29.1 ,12,98.3 ,7.4 ,6.2 ,364 ,30.0 ,770 ,
0.808 ,1847.4 ,210.5 ,8.7774 ,24,100.2 ,28.9 ,12,87.3 ,7.0 ,5.8 ,359 ,29.8 ,767 ,
0.791 ,1806.5 ,209.5 ,8.6244 ,24,100.2 ,28.8 ,12,76.4 ,6.4 ,5.6 ,357 ,30.0 ,769 ,
0.752 ,1719.3 ,204.6 ,8.4011 ,24,100.2 ,28.6 ,12,65.5 ,5.8 ,4.7 ,346 ,29.5 ,758 ,
0.676 ,1545.5 ,206.6 ,7.4806 ,24,100.2 ,28.2 ,12,54.6 ,5.3 ,4.3 ,341 ,30.8 ,788 ,
0.621 ,1418.4 ,206.9 ,6.8543 ,24,100.2 ,27.9 ,12,43.7 ,4.3 ,3.7 ,334 ,31.1 ,794 ,
0.673 ,1537.7 ,200.6 ,7.6642 ,24,87.7 ,28.8 ,8,109.2 ,4.7 ,3.5 ,332 ,29.5 ,760 ,
0.662 ,1512.7 ,198.2 ,7.6305 ,24,87.7 ,28.7 ,8,98.3 ,4.3 ,3.1 ,327 ,29.1 ,750 ,
0.647 ,1478.1 ,197.8 ,7.4730 ,24,87.7 ,28.6 ,8,87.3 ,4.0 ,2.9 ,325 ,29.1 ,750 ,
0.634 ,1449.4 ,198.1 ,7.3154 ,24,87.7 ,28.5 ,8,76.4 ,3.5 ,2.8 ,324 ,29.3 ,754 ,
0.599 ,1368.4 ,195.7 ,6.9906 ,24,87.7 ,28.3 ,8,65.5 ,3.0 ,2.1 ,315 ,28.9 ,746 ,
0.752 ,1717.4 ,205.3 ,8.3660 ,24,87.7 ,29.3 ,10,109.2 ,6.3 ,4.8 ,347 ,29.6 ,762 ,
0.739 ,1689.7 ,204.5 ,8.2622 ,24,87.7 ,29.2 ,10,98.3 ,5.9 ,4.6 ,345 ,29.6 ,762 ,
0.719 ,1644.0 ,204.2 ,8.0530 ,24,87.7 ,29.1 ,10,87.3 ,5.5 ,4.4 ,342 ,29.8 ,766 ,
0.697 ,1593.6 ,202.3 ,7.8787 ,24,87.7 ,28.9 ,10,76.4 ,5.0 ,4.0 ,337 ,29.6 ,762 ,
0.670 ,1530.6 ,200.1 ,7.6478 ,24,87.7 ,28.7 ,10,65.5 ,4.4 ,3.4 ,331 ,29.4 ,758 ,
0.635 ,1449.9 ,197.7 ,7.3325 ,24,87.7 ,28.5 ,10,54.6 ,3.7 ,2.8 ,323 ,29.2 ,752 ,
0.550 ,1257.7 ,206.4 ,6.0945 ,24,87.7 ,28.0 ,10,43.7 ,3.2 ,2.5 ,320 ,30.7 ,786 ,
0.832 ,1900.9 ,215.9 ,8.8053 ,24,87.7 ,29.8 ,12,109.2 ,7.9 ,6.6 ,370 ,30.7 ,785 ,
0.813 ,1858.2 ,212.1 ,8.7600 ,24,87.7 ,29.7 ,12,98.3 ,7.5 ,6.0 ,362 ,30.2 ,774 ,
0.798 ,1823.6 ,211.0 ,8.6444 ,24,87.7 ,29.6 ,12,87.3 ,7.0 ,5.8 ,360 ,30.2 ,774 ,
0.771 ,1761.8 ,209.1 ,8.4277 ,24,87.7 ,29.4 ,12,76.4 ,6.5 ,5.4 ,355 ,30.2 ,775 ,
0.741 ,1692.4 ,206.1 ,8.2127 ,24,87.7 ,29.2 ,12,65.5 ,5.9 ,4.8 ,347 ,30.0 ,770 ,
0.710 ,1623.1 ,206.0 ,7.8802 ,24,87.7 ,29.0 ,12,54.6 ,4.9 ,4.6 ,344 ,30.3 ,778 ,
0.650 ,1485.1 ,198.7 ,7.4727 ,24,87.7 ,28.6 ,12,43.7 ,3.9 ,3.1 ,327 ,29.3 ,754 ,
0.577 ,1319.4 ,198.2 ,6.6565 ,24,75.2 ,28.9 ,6,109.2 ,3.1 ,2.1 ,315 ,29.4 ,757 ,
0.651 ,1487.9 ,199.6 ,7.4534 ,24,75.2 ,29.4 ,8,109.2 ,4.8 ,3.2 ,328 ,29.5 ,758 ,
0.641 ,1465.5 ,199.3 ,7.3518 ,24,75.2 ,29.3 ,8,98.3 ,4.5 ,3.0 ,326 ,29.5 ,758 ,
0.633 ,1446.3 ,199.3 ,7.2587 ,24,75.2 ,29.3 ,8,87.3 ,4.1 ,2.9 ,325 ,29.5 ,759 ,
0.609 ,1390.6 ,199.6 ,6.9662 ,24,75.2 ,29.1 ,8,76.4 ,3.7 ,2.7 ,322 ,29.7 ,763 ,
0.595 ,1360.7 ,199.5 ,6.8222 ,24,75.2 ,29.0 ,8,65.5 ,3.1 ,2.5 ,320 ,29.6 ,762 ,
0.735 ,1678.8 ,209.0 ,8.0316 ,24,75.2 ,30.0 ,10,109.2 ,6.3 ,5.2 ,352 ,30.7 ,787 ,
0.720 ,1645.5 ,207.7 ,7.9229 ,24,75.2 ,29.9 ,10,98.3 ,6.0 ,4.9 ,348 ,30.6 ,784 ,
0.703 ,1605.7 ,206.3 ,7.7827 ,24,75.2 ,29.8 ,10,87.3 ,5.6 ,4.5 ,344 ,30.5 ,781 ,
0.686 ,1568.1 ,203.6 ,7.7023 ,24,75.2 ,29.7 ,10,76.4 ,5.1 ,4.0 ,338 ,30.0 ,771 ,
0.655 ,1496.3 ,202.5 ,7.3904 ,24,75.2 ,29.4 ,10,65.5 ,4.6 ,3.6 ,333 ,30.0 ,771 ,
0.631 ,1441.2 ,202.3 ,7.1232 ,24,75.2 ,29.3 ,10,54.6 ,3.7 ,3.3 ,329 ,30.1 ,773 ,
0.575 ,1315.0 ,198.1 ,6.6373 ,24,75.2 ,28.8 ,10,43.7 ,2.9 ,2.0 ,315 ,29.4 ,756 ,
0.813 ,1858.2 ,217.3 ,8.5510 ,24,75.2 ,30.6 ,12,109.2 ,7.9 ,6.7 ,371 ,31.4 ,802 ,
0.797 ,1821.5 ,215.4 ,8.4547 ,24,75.2 ,30.5 ,12,98.3 ,7.6 ,6.4 ,367 ,31.3 ,799 ,
0.778 ,1777.5 ,213.3 ,8.3317 ,24,75.2 ,30.4 ,12,87.3 ,7.2 ,6.0 ,362 ,31.1 ,795 ,
0.758 ,1732.6 ,209.9 ,8.2560 ,24,75.2 ,30.2 ,12,76.4 ,6.6 ,5.4 ,355 ,30.6 ,784 ,
0.725 ,1656.4 ,208.1 ,7.9586 ,24,75.2 ,30.0 ,12,65.5 ,6.0 ,5.0 ,349 ,30.7 ,785 ,
0.695 ,1589.1 ,207.0 ,7.6767 ,24,75.2 ,29.7 ,12,54.6 ,5.1 ,4.6 ,344 ,30.7 ,786 ,
0.637 ,1455.5 ,201.3 ,7.2318 ,24,75.2 ,29.3 ,12,43.7 ,4.1 ,3.2 ,329 ,29.9 ,768 ,
0.525 ,1199.4 ,216.1 ,5.5514 ,24,75.2 ,28.5 ,12,32.8 ,3.3 ,2.9 ,325 ,31.9 ,813 ,
0.566 ,1293.7 ,203.0 ,6.3739 ,24,62.6 ,29.7 ,6,109.2 ,3.2 ,2.4 ,319 ,30.2 ,775 ,
0.549 ,1254.2 ,202.1 ,6.2064 ,24,62.6 ,29.6 ,6,98.3 ,3.0 ,2.0 ,315 ,30.0 ,770 ,
0.633 ,1445.5 ,206.0 ,7.0162 ,24,62.6 ,30.3 ,8,109.2 ,4.9 ,3.7 ,335 ,30.9 ,790 ,
0.620 ,1417.6 ,205.3 ,6.9054 ,24,62.6 ,30.2 ,8,98.3 ,4.6 ,3.5 ,332 ,30.7 ,787 ,
0.605 ,1382.9 ,204.7 ,6.7551 ,24,62.6 ,30.1 ,8,87.3 ,4.2 ,3.2 ,329 ,30.6 ,785 ,
0.596 ,1361.8 ,201.7 ,6.7503 ,24,62.6 ,30.0 ,8,76.4 ,3.8 ,2.7 ,323 ,30.1 ,772 ,
0.565 ,1291.4 ,202.9 ,6.3660 ,24,62.6 ,29.7 ,8,65.5 ,3.3 ,2.4 ,319 ,30.2 ,775 ,
0.710 ,1621.6 ,211.9 ,7.6524 ,24,62.6 ,31.0 ,10,109.2 ,6.5 ,5.3 ,353 ,31.6 ,807 ,
0.696 ,1590.3 ,210.7 ,7.5470 ,24,62.6 ,30.9 ,10,98.3 ,6.2 ,5.0 ,350 ,31.5 ,804 ,
0.679 ,1552.5 ,209.4 ,7.4150 ,24,62.6 ,30.8 ,10,87.3 ,5.8 ,4.7 ,346 ,31.3 ,800 ,
0.634 ,1449.1 ,204.2 ,7.0970 ,24,62.6 ,30.3 ,10,65.5 ,4.7 ,3.5 ,332 ,30.5 ,781 ,
0.601 ,1373.6 ,204.5 ,6.7180 ,24,62.6 ,30.1 ,10,54.6 ,4.0 ,3.1 ,327 ,30.6 ,783 ,
0.563 ,1286.1 ,206.8 ,6.2200 ,24,62.6 ,29.7 ,10,43.7 ,3.0 ,2.8 ,323 ,30.9 ,790 ,
0.787 ,1797.9 ,219.6 ,8.1858 ,24,62.6 ,31.7 ,12,109.2 ,8.1 ,6.9 ,373 ,32.4 ,825 ,
0.772 ,1763.1 ,218.0 ,8.0890 ,24,62.6 ,31.6 ,12,98.3 ,7.7 ,6.6 ,369 ,32.3 ,821 ,
0.753 ,1721.3 ,216.1 ,7.9668 ,24,62.6 ,31.4 ,12,87.3 ,7.3 ,6.2 ,364 ,32.1 ,817 ,
0.703 ,1606.7 ,209.3 ,7.6766 ,24,62.6 ,31.0 ,12,65.5 ,6.2 ,4.9 ,349 ,31.1 ,796 ,
0.667 ,1523.6 ,208.4 ,7.3114 ,24,62.6 ,30.6 ,12,54.6 ,5.4 ,4.4 ,343 ,31.2 ,797 ,
0.619 ,1414.3 ,205.2 ,6.8919 ,24,62.6 ,30.2 ,12,43.7 ,4.3 ,3.5 ,331 ,30.7 ,787 ,
0.552 ,1262.1 ,202.5 ,6.2314 ,24,62.6 ,29.6 ,12,32.8 ,2.9 ,2.1 ,316 ,30.1 ,772 ,
0.524 ,1196.4 ,210.8 ,5.6761 ,24,50.1 ,30.8 ,6,109.2 ,3.4 ,2.4 ,319 ,31.1 ,795 ,
0.524 ,1198.0 ,210.8 ,5.6835 ,24,50.1 ,30.8 ,6,98.3 ,3.1 ,2.4 ,319 ,31.1 ,796 ,
0.507 ,1158.3 ,210.8 ,5.4937 ,24,50.1 ,30.6 ,6,87.3 ,2.9 ,2.0 ,315 ,30.9 ,790 ,
0.598 ,1366.8 ,212.4 ,6.4364 ,24,50.1 ,31.6 ,8,109.2 ,5.0 ,4.0 ,337 ,32.0 ,815 ,
0.587 ,1341.2 ,211.9 ,6.3303 ,24,50.1 ,31.5 ,8,98.3 ,4.8 ,3.7 ,334 ,31.9 ,812 ,
0.573 ,1310.4 ,211.4 ,6.1991 ,24,50.1 ,31.3 ,8,87.3 ,4.4 ,3.4 ,331 ,31.7 ,809 ,
0.557 ,1272.7 ,211.0 ,6.0331 ,24,50.1 ,31.1 ,8,76.4 ,4.0 ,3.1 ,327 ,31.5 ,804 ,
0.538 ,1229.2 ,208.4 ,5.8987 ,24,50.1 ,30.9 ,8,65.5 ,3.5 ,2.5 ,320 ,30.9 ,791 ,
0.510 ,1164.4 ,211.0 ,5.5178 ,24,50.1 ,30.6 ,8,54.6 ,2.9 ,2.1 ,316 ,31.0 ,792 ,
0.586 ,1339.9 ,209.8 ,6.3880 ,24,50.1 ,31.4 ,10,109.2 ,7.1 ,3.5 ,332 ,31.5 ,804 ,
0.576 ,1317.1 ,210.0 ,6.2706 ,24,50.1 ,31.3 ,10,98.3 ,6.8 ,3.3 ,330 ,31.5 ,804 ,
0.566 ,1294.1 ,210.4 ,6.1504 ,24,50.1 ,31.2 ,10,87.3 ,6.5 ,3.2 ,328 ,31.5 ,804 ,
0.626 ,1431.2 ,213.9 ,6.6918 ,24,50.1 ,31.9 ,10,76.4 ,5.5 ,4.5 ,344 ,32.3 ,823 ,
0.603 ,1377.9 ,212.6 ,6.4816 ,24,50.1 ,31.6 ,10,65.5 ,5.0 ,4.1 ,338 ,32.1 ,817 ,
0.573 ,1309.5 ,211.4 ,6.1953 ,24,50.1 ,31.3 ,10,54.6 ,4.3 ,3.4 ,331 ,31.7 ,809 ,
